@relation data

@attribute @@class {no,yes}
@attribute document string

@data
yes,'Entupiu de gols as redes do Cocoxa o mais rebaixado CoritiBIBAS CoritiBICHASCocouto   Porqueira'
no,'JOGADOR DE TIME PEQUENO'
yes,'Comedor de Trakinas'
yes,'Walter devia lutar SUMO PODERIA SE DAR BEM'
yes,'O gordao ainda fica rindo consegue nem ficar de pe'
yes,'burro'
no,'o dirigente falou alguma mentira'
yes,'vadio esse walter'
no,'Ja ta chato essa historia do Walter td ano e isso'
no,'Nao importa sao os mesmos jogadores'
yes,'Esse sorriso sonata nunca deve ter visto e nem jogado futebol Marcelo e Daniel Alves jogam a anos em times de ponta da europa ja ganharam ds os titulo ja estiveram varias vezes na selecao do mundo e vem esse bosta falar q eles sao ruins'
no,'quem e o reserva desse capaz de vir o reserva'
no,'onde tu viu isso'
no,'se vier e um otimo reforco'
no,'Se vier  sera  um bom reforco'
no,'excelente jogador  sera titular ao lado do Jo'
no,'seja bem vindo que faca um bom trabalho'
no,'BOA GOSTEIKKKKKKKKKKKKKKKK'
yes,'Karen vai lavar a louca q ta suja'
yes,'nossa traz mais uma ai pra nos beber gostei da  do Parmerda neleskkkkkkkkk'
no,'E  CHORO  CONTINUA SENDO LIVRE'
no,'Bem vinda ao maior e melhor clube do planeta'
no,'Intao se vc nao ganhar nd e pk e ruim msm'
yes,'Ta com cara de quem peida na farofa kkkkkkk'
yes,'DEVOLVE MEU NICK MARICA DESOCUPADO'
no,'Esta enganado '
no,'voce esta desinformado'
no,'Ele foi sincero Corram atras'
no,'Falou o cara que nao sai da pagina verde'
no,'o choro e livre'
yes,'aprende a escrever cavalo '
yes,'vc e bi da b sem mundial tanbem kkk'
no,'vc e chacota bi da b sem mundial kkk'
yes,'mais um sem mundial bi da b lesma verde  kkkkk'
yes,'Nossa Anselma bibona invejosa sem criatividade'
yes,'Essa mina tem cara de cavalo '
yes,'Ricardo tem cara de cavalo mas e uma potranca'
no,'O empresario desse rapaz e simplesmente magico'
no,'Seja feliz'
no,'Venda casada '
no,'Que otima noticia para a massa atleticana'
no,'nem deveria ter contratado'
no,'Esse tem um empresario bom'
no,'Libera rapido antes que os turcos desistam'
no,'Eis que a sorte bate a porta '
no,'Tem alguem disponivel pra levar no aeroporto'
yes,'Jogando o milho e sentando no sabugo ne maria'
no,'A quanto tempo voces nao disputa uma libertadores'
yes,'Cheiro de coco aqui'
yes,'seu nome ja disse tudo e um maria mesmo'
no,'Pq eles precisam trabalhar '
yes,'GUILHERME SEU IDIOTA'
yes,'Lurdinha burra'
no,'quando foi isso'
yes,'alo sua vai botar ovos suas fracast '
yes,'MIERDAS'
no,'Alguem falou em helicoptero'
no,'falou tudo'
yes,'time bosta cai gigante nunca kkkk'
yes,'bi sexual ne e o unico bi que vo tem mane'
yes,'Com essas contratacoes as frangas vao tomar no oi'
no,'Quem esse time'
yes,'time de me r da'
yes,'Vendido foi a sua mae aquela vaca'
yes,'Vai chupar uma banana bixo histerico'
no,'Pior cego e o burro'
yes,'E muita idiotice pra um cara so kkkkkkkkkkkkkk'
yes,'Adinaldo Bibinha'
yes,'Ja nao basta um Senador cagar para uma decisao do STF agora um advogado batendo de frente com um Juiz kkkkk Brasil um pais de inversao de valores'
yes,'JOao Ostral um idiota assumido Que beleza '
yes,'ahh  esqueci vagabundo nao trabalha'
no,'Se o seu dinheiro for fruto de corrupcao vc devera ser preso sim '
yes,'SUA BATATA JA ESQUENTOU SEU BEBADO E LADRAO DO POVOCADEIA NELES DRSERGIO MORO '
yes,'DEFECA PELOS DEDOS'
yes,'e com o a nus faz outra coisa'
yes,'E os vermes do psdb Aaaa isso nao vem ao caso  '
yes,'adoooooooooooro cala boca fela da p'
yes,'ADVOGADO DE BANDIDO E BANDIDO IGUAL E TEM QUE SER EXTERMINADO'
yes,'IDIOTA APARELHADO'
yes,'ACHO QUE O AECIO NAO TELEFONOU PARA O JUIZECO HOJE TA DANDO PITI DE SAUDADES KKKKK'
yes,'Idiota'
yes,'IDIOTA APARELHADO'
yes,'A mamis ja foi ne Mas eu chamo sua mulher  de mamis Sabe nada inocente'
yes,'AdiANALdo  A prega no final continua firme e forte '
yes,'Igual a da sua mamis Uma prega indestrutivel  kkkkkkkkkkk'
yes,'Ruy vc acreditava no Japa da Federal tb ne Jumento'
yes,'Entrou no seu fedidinho Junior  Esse ui e proprio da sua gayzisse'
yes,'Doeu o buraco do coxa'
yes,'Doeu o buraco do peta'
yes,'O dia do seu macho vai chegar Aguarde compre lenco pro choro Esterco humano'
yes,'Alexandre esta maluco so pode comeu titica quando crianca'
yes,'Olha se fosse assim ja tinham prendido e esquartejado o luladrao e kd '
yes,'E isso  ai Rafael aqui esta  cheio de analfabeto querendo dar pitaco'
yes,'Junior no nome e marmota nas atitudes Ooooooo sujeitando tapado'
yes,'vai se tratar doente'
yes,'idiota'
yes,'Eternos alienados e analfabetos PeTralhas'
yes,'andre tu e uma besta  '
yes,'Uma so e pouco Besta ao quadrado '
no,'Acordem Trouxinhas A casa esta caindo'
yes,'E muito bom ver mortadelas desesperadasnervosas nos comentarios alheioskkkkkkk'
no,'A bixaria coxa ta no desespero '
no,'a bixaria da mortadela ta no desespero'
yes,'La vem mais um afeminado Peta invadir comentario alheio Uiiiiiiii nojentaaaa'
yes,'quando sua me devolver o troco de R  pelo servico oral que ela me fez'
yes,'Quando ele abusar sua mae  Retardado'
yes,'Aluisio tu es um verdadeiro idiota'
yes,'Adinaldo kkkkkkkkkkkk De novo defe cando mortadela'
yes,'Nao Junior Soares Defequei uns juniorizinhos soares aqui'
yes,'Paulo extirpado vai seu C U'
yes,'Todos com o nordeste sempre os bandidos estao todos no sudeste'
yes,'Nao joga nada  ainda esnoba o Brasil  Espanhol  de merd'
no,'ceis tao tudo e dano buesta cai esse ano'
yes,'Esse BOFE do Joao Paulo alem de ser LINDO deve ter um PAUlo MARAVILHOSO Noizinhas do MENGAO amamos SRNSomos Rabudas Negao  dcm DIAMETRO CRFCheirinho R Fedida'
yes,'NOIZINHAS do MENGAO temos um URUBU que se chama NKU para os jogos neste ano contra os BOFES dos outros times devemos levar NKU ou deixar NKU Por favor o que devemos fazer SRNSomos Rabudas Negao  dcm DIAMETRO CRFCheirinho R Fedida'
yes,'O Foguinho tem a Conmebosta kkkkk'
yes,'CONCA TA BIXADO MANEKKKKKKKK'
no,'Mais umo povinho idota'
yes,'Menor fica minha piroka quanto mais da metade ja ta dentro docusso da sua mae'
yes,'Enquanto issoO Palmerda bi rebaixado continua sem mundial Kkkkkkkkkkkkkkkkkkkkkkkkkkkkk'
no,'Cabra frouxo'
no,'Arregao'
yes,'Chola mais florzinhas'
no,'Faltou uma opcao Ele virou homem'
yes,'Vai procurar uma pra mamar Freddie Mercury E o melhor que saber fazer rubroneca'
yes,'Velho babao para de falar asneiras na nossa pagina'
yes,'Sonha boneca'
yes,'Aa que isso  as tricoletes estao descontroladas'
yes,'ja temos umseu abestado'
yes,'RUBRONECAS'
yes,'Vai retocar a maquiagem tricolete O frufru nao come ninguem ele e comido '
yes,'teu c'
yes,'IDOLO DO FUDINENSE E SERIE B TEVE QUE ENTRAR NA JUSTICAO PRA NAO CAIR'
yes,'As rosquinhas das tricoletes estao ardendo por causa do Conca Pode   '
yes,'Dorzinha de cotovelo e coisa de florzinha einMimimimi '
yes,'As Florzinhas ficaram chateadas KKKKKKKKKKKKKKKKKKKKKKKK'
yes,'Mulambos subornadores paguem a Serie B'
yes,'Mulambos  nao passam da primeira fase da liberta  Quem viver vera  Vao ficar so no cheirin De novo Frameigo o clube mais cheiroso do Brasil  Kkkkk'
yes,'Meigos eles sao mas cheiroso nao Fedem a Urubu'
yes,'Eu quero ver o Abel brucututreinando esse time de bonequinhasnao vai da certo '
yes,'so digo outra coisa  fdss'
yes,'Seu idiota Flamengo nao vai pagar o salario do Conca integramente e ele  vai receber  so quando comecar a jogar fala besteiras nao'
yes,'ELE VAI JOGAR DE GRACA KKKKK SEU RETARDADODAQUI A SEIS MESES ELE VAI FICAR MAIS RICOE VCS SEM TITULOS SEM VITORIA E O CHEIRINHO DE JOELHO PODRE AUMENTARA CUSTO BENEFICIO ZEROENTENDEU SID NOIAKKKKKKKKTA COM DIARREIA MENTALKKKKK'
no,'Paulo cid mata baratas quando ele assinar o contrato depois de um mes ja recebe o salario integral ou vc acha que ele vem da china para o fra e vai ficar  meses sem receber Nao acredite em tudo que sua diretoria fala inocente'
no,'minha diretoria e transparente e nao mente igual a  de voces nao tudo q o flamengo fala e concreto e fato tem credibilidade'
no,'so queria dizer que   po de arroz e maquiagem    sem mais  ha e antes que eu me esqueca paguem as series b  '
no,'Se a empresa concorrente da sua te oferecesse um super contrato de trabalho voce trocaria de empresa Quanta gente hipocrita nessa torcida do fluminense aff'
no,'So ve um lado da historia voce Se eu to com a vida ganha ganhando quase  milhoes por mes durante  anos por culpa do Fluminense pq ele nao era nada antes disso Eu sinceramente jogava ate  de graca Essa era a obrigacao dele A melhor forma de retribui essa vida boa que ele ganhou gracas ao Fluminense O que e  mil perto de tudo que ja ganhou  Isso se chama ganancia mercenario nao e idolo'
yes,'KKKKKKKK COM UNS CARAS DESSES QUEM QUER JOGAR NO FUDINENSE '
yes,'Fudinense e a melhor  kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk'
no,'Bbcas serie c vcs nao saben Separar quantos trocaram de lado epoca de doval dos trocas Fla x flu vasco x bota Jogadores marcaram epoca e historias Vcs sao eternos serie c '
yes,'A calcinha da tua mae ja tirei faz tempo e com facilidade pergunta pra ela'
yes,'A progenitora dessa fezes esqueceu de dar descarga quando largou dentro do sanitario Obs ela nao usa calcinha'
yes,'DE GRANDE FLAMENGAYSTA SO GOSTA MESMO E DA TORCIDA AS RUBRONECAS NEM SE IMPORTA SE E TORCIDA PARA A ESQUERDA OU PARA DIREITA MAS TEM QUE SER GRANDE'
no,'desde que ele contribua e a gente levante a taca ta de boa o flamengo so vai pagar quando ele comecar a jogar mesmo'
no,'Maycon ate admito que o negocio em si foi bom para o Fla mas atualmente nao acredito em nenhuma das duas coisas nem que ele va jogar bem e nem que o Fla levante alguma taca esse ano kkkkk'
no,'Rafael dois finalistas da Libertadores do ano passado Um deles titular da selecao Equatoriana o outro futuro camisa  da selecao Ambos ja sondados por clubes da Europa Quem vai dar certo mesmo e o Conquinha com  anos e todo bichado kkkkkkkk'
yes,'estao melando as calcinhas as tricoflorzinhas'
no,'Comparacao sem nexo Tyson passou quanto tempo no auge pra chegar a fazer isso e tu sabes o motivo  Tyson e um mito que infelizmente se perdeu no fim de carreira'
no,'Nao entendi essa comparacao o Tyson nunca foi um exemplo pra nada muito menos no ambito psicologico'
no,'sempre disseram que a ronda nunca pegou uma adversaria de verdade qdo pegou alguem que bate forte mesmo afinou ela vivia correndo da ciborg pq sabia que ia perder as vezes nem e medo de apanhar e sim de parar de lucrar '
no,'Mas ela nao parou de lucrar perdendo inclusive nessa ultima do valor total  foi o valor pago so pra ela'
no,'Imperador isso e balela Entao as outras nao sao adversarios de verdade E o mesmo que eu dissesse que Anderson Silva nunca pegou oponente de verdae quando pegou um bom wrestling perdeu duas '
no,'E so colocam ele pra pegar as novas safras ai e q a surra e pior ainda essa luta nao passa nem do o round podia colocar ele contra os semiaposentados pra ver se tinha alguma chance'
no,'Na categoria so TJ tem chance consideravel Cruz tambem mas menos no entanto ainda apostaria em Cody Ja contra Aldo ele nao seria o favorito Aldo usaria  bem os jabs e os low kicks e faria uma luta estrategica'
no,'A historia desse cara com o moleque que subiu no octagon pra receber o cinturao e muito louca O cara pode ate ser sangue no olho mas o que ele fez pra ajudar o moleque nao e qualquer um que faz'
no,'Nao e afoito nao Contra o Cruz foi muito paciente atraindoo para trocacao franca So deu blitz contra os adversarios anteriores contra quem tinha grande confianca nao sem motivo de que botaria para dormir'
no,'Vich todo evento ta caindo luta do card principal  Ta na hora do Dana comecar a ter substitutos pra esse tipo d situacao q faz tempo q ja deixou de ser inusitada  '
no,'Cruz so tem agilidade mesmo poder de nocaute zero o Cody veio muito mais preparado por isso levou essa'
no,'Meus caros amigos enigmaticosNao deveriam comparalo ao Tyson Tyson e um grande mito do boxe  mas que deixou a desejar no lado pessoal  Entao se nao e bom no lado pessoal ou no profissional o cara nao e completo Chequei nesse raciocinio assistindo o Faustao       '
yes,'Em resumo deve ser um idiota'
yes,'Viadage total isso ai'
yes,'Torcendo pro Cruz subir e enfrentar o Aldo alguns low kicks do brazuca ja sao suficientes pra destruir os joelhos do Cruz e consequentemente acabar com a carreira daquela desgraca '
yes,'Ele chamava pra atras da escola e sentava nos garotos kkkk'
no,'Jhalim Rabei ate fiquei assustado comecei a ler seu comentario pensei que ele Connorlevava os meninos para tras da escola e dava a bunda para eles KKKKKKK'
no,'Irmao Honorato sempre falando verdades e agindo com a razao ao inves da emocao diferente dos tupims Te amo seu lindo'
yes,'Viadage master essa de vcs kkkkkk'
yes,'Ridicula vergonha para a familia e para o filho'
yes,'Cola velcro perdeu o meu respeito'
yes,'sapatao'
yes,'canta com se tivesse engolindo  litro de porra'
yes,'Vai roubar a neve tambem'
yes,'estragando a paisagem'
yes,'roubou ate a neve brancamacaca'
yes,'LIXO DO CRL'
yes,'ela esta fazendo isso para aparecer Nao e gay coisa nenhuma E uma vergonha isso sim'
yes,'Volta pra jaula sua macaca vou pegar meu xicote sua preta fudida'
yes,'Achei que a macaca vivia apenas na floresta ou no zologico'
yes,'Espera essa neve derreter e usa ela pra lavar louca'
